seed,episode,stepaif_action,ql_action,aif_reward,ql_reward,q_pi,G
0,1,18,0,1,-0.01,-0.01,"[7.83575818e-08 7.84446450e-08 7.83869987e-08 7.84065858e-08
 4.13642746e-05 1.11049500e-07 1.10961318e-07 1.10850456e-07
 1.10945997e-07 5.85571481e-05 1.11056190e-07 1.10838747e-07
 1.10991544e-07 1.11071935e-07 5.85690147e-05 1.11119336e-07
 1.10967977e-07 1.11137482e-07 1.11012424e-07 5.86036652e-05
 1.91314159e-01 1.91138676e-01 1.91190094e-01 1.91241939e-01
 2.34896392e-01]","[-18.99878074 -18.99872711 -18.9987621  -18.9987495  -18.60573582
 -18.9986731  -18.99871044 -18.99876304 -18.99871784 -18.60568165
 -18.99866858 -18.99876908 -18.99869637 -18.99866267 -18.60567118
 -18.99863988 -18.99870837 -18.99863285 -18.99868714 -18.60564126
 -18.08376033 -18.08380584 -18.08379179 -18.08377811 -18.07064991]"
0,1,19,4,3,-0.01,-0.01,"[3.60184384e-09 3.60171975e-09 3.59848828e-09 3.59957142e-09
 2.28007186e-05 3.60501013e-09 3.60238075e-09 3.60355400e-09
 3.60395160e-09 2.28213469e-05 3.59914296e-09 3.60310265e-09
 3.60150474e-09 3.60297535e-09 2.28084136e-05 3.60054369e-09
 3.60380678e-09 3.60367898e-09 3.60167202e-09 2.28128814e-05
 1.25973701e-01 1.26044484e-01 1.25990576e-01 1.26003536e-01
 4.95896402e-01]","[-18.89756048 -18.89756221 -18.89760562 -18.89759021 -18.35022012
 -18.89752058 -18.89755474 -18.89753872 -18.89753332 -18.35017904
 -18.89759733 -18.89754401 -18.89756422 -18.89754583 -18.35020443
 -18.89757758 -18.8975345  -18.89753632 -18.89756205 -18.35019488
 -17.79892666 -17.79890038 -17.7989203  -17.79891528 -17.71313417]"
0,1,20,4,2,-0.01,-0.01,"[5.03951588e-12 4.51738046e-09 4.08857737e-09 4.18516842e-09
 2.41441061e-06 9.78675819e-14 9.20659322e-14 8.88670571e-14
 9.11409938e-14 5.23027268e-11 1.26986015e-07 9.64387339e-11
 1.22212256e-07 1.33378191e-07 7.12683075e-05 1.30991379e-07
 9.98298449e-11 1.37026244e-07 1.21742085e-07 7.32191336e-05
 2.40257430e-01 1.77099743e-04 2.25736368e-01 2.30480543e-01
 3.03200871e-01]","[-18.09608814 -17.67266942 -17.6784389  -17.67704934 -17.27886448
 -18.32540607 -18.32891267 -18.33102461 -18.32951547 -17.93160574
 -17.46939631 -17.91782781 -17.47154567 -17.46651383 -17.07272417
 -17.46758155 -17.91578863 -17.46494761 -17.47182028 -17.07115664
 -16.54900582 -16.99921913 -16.55259671 -16.55136393 -16.53429723]"
0,1,21,4,3,-0.01,-0.01,"[6.51606449e-08 2.44548345e-07 2.40444000e-07 2.41869878e-07
 1.29481447e-04 8.12531320e-08 7.97114413e-08 7.89523285e-08
 7.93970586e-08 4.30215682e-05 1.27119998e-07 4.97116924e-08
 1.31601378e-07 1.32426226e-07 7.01177399e-05 1.27784755e-07
 5.00178929e-08 1.32940908e-07 1.31317727e-07 7.03898239e-05
 2.12293815e-01 8.51309141e-02 2.16870889e-01 2.17730030e-01
 2.67659346e-01]","[-18.95509353 -18.87374578 -18.87462031 -18.87427822 -18.48050602
 -18.94212594 -18.94318674 -18.94374529 -18.94341783 -18.54888567
 -18.91264847 -18.97032817 -18.91056047 -18.91029781 -18.51705642
 -18.91235702 -18.96997536 -18.9100859  -18.91069639 -18.5168449
 -17.99968663 -18.05578092 -17.99837894 -17.99815392 -17.9850555 ]"
0,1,22,1,4,-0.01,-0.01,"[1.05965582e-07 1.16719988e-07 1.16112890e-07 1.16230998e-07
 6.15074502e-05 1.08397065e-07 1.07876806e-07 1.07655146e-07
 1.07760730e-07 5.71221278e-05 1.12438705e-07 1.05369247e-07
 1.12884769e-07 1.13263209e-07 5.96864293e-05 1.12564880e-07
 1.05498760e-07 1.13365342e-07 1.12870352e-07 5.97401565e-05
 1.93159769e-01 1.81599923e-01 1.93467913e-01 1.93600520e-01
 2.37932045e-01]","[-19.00426235 -18.99857484 -18.99883891 -18.99878258 -18.60562166
 -19.00283692 -19.00308847 -19.00320364 -19.00314888 -18.60988313
 -19.00076109 -19.00458682 -19.00053269 -19.00036971 -18.60741593
 -19.00070105 -19.0045196  -19.00032229 -19.00054202 -18.6073686
 -18.08604727 -18.08967228 -18.08595117 -18.08591391 -18.07277286]"
0,1,23,4,0,-0.01,-0.01,"[2.54658513e-09 2.54907990e-09 2.54479294e-09 2.54524501e-09
 1.61249688e-05 3.60678047e-09 3.60692626e-09 3.59607612e-09
 3.59705418e-09 2.28157708e-05 3.60898018e-09 3.59930752e-09
 3.60081420e-09 3.60893036e-09 2.28293990e-05 3.60993065e-09
 3.60050225e-09 3.60988047e-09 3.60080407e-09 2.28353932e-05
 1.26128949e-01 1.25950359e-01 1.25909754e-01 1.25932280e-01
 4.95993999e-01]","[-19.42498367 -19.42493661 -19.42502146 -19.42501199 -18.87763811
 -19.42489882 -19.42489678 -19.42505295 -19.42503817 -18.87760032
 -19.42486903 -19.4250063  -19.42498446 -19.42486967 -18.87757111
 -19.42485515 -19.42498862 -19.42485579 -19.42498496 -18.87755726
 -18.32628516 -18.32635473 -18.32637266 -18.32636311 -18.24054643]"
0,1,24,1,4,-0.01,-0.01,"[3.27447282e-08 5.94904019e-08 5.98748526e-08 5.98871284e-08
 3.18166012e-05 8.16447888e-08 8.10392132e-08 8.08504377e-08
 8.09093033e-08 4.36645946e-05 1.28826674e-07 5.34531510e-08
 1.26171683e-07 1.25729361e-07 6.72425962e-05 1.28771077e-07
 5.34882374e-08 1.25683318e-07 1.26087164e-07 6.72180029e-05
 2.16692997e-01 9.27421231e-02 2.13706330e-01 2.13733133e-01
 2.62914070e-01]","[-18.722688   -18.68632871 -18.68589541 -18.68588547 -18.29248688
 -18.69025042 -18.69064737 -18.69078014 -18.69073895 -18.29640943
 -18.66104536 -18.71486063 -18.6622584  -18.66253062 -18.26868866
 -18.66107516 -18.71482346 -18.66255628 -18.66229907 -18.26871429
 -17.74761449 -17.79953236 -17.74841272 -17.74840771 -17.73521582]"
0,1,25,1,4,-0.01,-0.01,"[2.51798592e-09 2.52140421e-09 2.51591123e-09 2.51620978e-09
 1.61188128e-05 3.56841695e-09 3.56855215e-09 3.55441077e-09
 3.55506706e-09 2.28121431e-05 3.57194828e-09 3.55876668e-09
 3.56086349e-09 3.57188161e-09 2.28343053e-05 3.57257546e-09
 3.55956192e-09 3.57250854e-09 3.56085371e-09 2.28383075e-05
 1.25561031e-01 1.25315826e-01 1.25278023e-01 1.25293005e-01
 4.98467458e-01]","[-19.05695696 -19.05689045 -19.05700182 -19.05699542 -18.5089756
 -19.05683675 -19.05683487 -19.05704337 -19.05703321 -18.5089219
 -19.05678701 -19.05697908 -19.05694787 -19.05678789 -18.50887301
 -19.05677765 -19.05696704 -19.05677853 -19.05694826 -18.50886367
 -17.95790762 -17.95800532 -17.95802259 -17.95801613 -17.87159648]"
0,1,26,2,2,0.2,-0.01,"[2.48846570e-09 2.49017547e-09 2.48755006e-09 2.48765213e-09
 1.61378253e-05 3.52288116e-09 3.52297353e-09 3.51605377e-09
 3.51628170e-09 2.28299117e-05 3.52470979e-09 3.51816543e-09
 3.51933938e-09 3.52467433e-09 2.28417767e-05 3.52492758e-09
 3.51844552e-09 3.52489203e-09 3.51934087e-09 2.28431869e-05
 1.24653989e-01 1.24530329e-01 1.24517917e-01 1.24523078e-01
 5.01689983e-01]","[-19.4140918  -19.4140595  -19.41411125 -19.41410911 -18.86535393
 -19.4140332  -19.41403193 -19.4141317  -19.41412823 -18.86532889
 -19.41400823 -19.41410138 -19.41408418 -19.41400868 -18.86530371
 -19.41400503 -19.4140972  -19.41400549 -19.41408423 -18.86530052
 -18.31483264 -18.31488038 -18.31488607 -18.3148839  -18.22769719]"
0,1,27,1,4,0.2,-0.01,"[2.42109681e-09 2.46475617e-09 2.46464457e-09 2.46476654e-09
 1.60711127e-05 3.45458730e-09 3.45112831e-09 3.45100586e-09
 3.45460853e-09 2.25253908e-05 3.51928666e-09 3.42643862e-09
 3.51635284e-09 3.51618477e-09 2.29266769e-05 2.48485115e-09
 2.42337255e-09 2.48297114e-09 2.48330500e-09 1.61898192e-05
 1.24628553e-01 1.21545915e-01 1.24534876e-01 1.24536542e-01
 5.04676355e-01]","[-19.42703993 -19.42603519 -19.42603208 -19.42603501 -18.87697929
 -19.42649136 -19.42654029 -19.42654175 -19.42649109 -18.87743486
 -19.42547461 -19.42699762 -19.42552412 -19.42552656 -18.87647102
 -19.42556553 -19.42699168 -19.42560953 -19.42559757 -18.87655387
 -18.32625807 -18.32768366 -18.3262959  -18.32630125 -18.23875387]"
0,1,28,1,2,0.2,-0.01,"[2.77869574e-09 2.75330290e-09 1.17626595e-10 2.90093587e-09
 1.79898825e-05 4.30802282e-09 4.31290960e-09 1.74283392e-10
 4.57400361e-09 2.81488184e-05 2.65539212e-10 2.58587887e-10
 2.59539407e-10 2.65504757e-10 1.73493255e-06 3.98049925e-10
 4.02909827e-10 3.98012695e-10 3.51094719e-11 2.60072985e-06
 1.39590629e-01 1.40330610e-01 5.96622876e-03 1.47014867e-01
 5.67047167e-01]","[-19.05117539 -19.05182315 -19.24764609 -19.04859473 -18.50265021
 -19.04563025 -19.04556206 -19.24483098 -19.04191098 -18.49645614
 -19.21444304 -19.21593784 -19.21572887 -19.2144499  -18.66527185
 -19.16897385 -19.1681197  -19.16897875 -19.31935671 -18.61980231
 -17.95190957 -17.95147128 -18.14770186 -17.94870309 -17.86421659]"
0,1,29,3,2,-0.01,-0.01,"[2.51326397e-09 2.51216614e-09 2.07246369e-09 2.52646393e-09
 1.64503792e-05 3.59194853e-09 3.59259596e-09 2.92950543e-09
 3.61562023e-09 2.35211661e-05 3.19505256e-09 3.16913854e-09
 3.17338605e-09 3.19492678e-09 2.09216104e-05 2.35348362e-09
 2.35131335e-09 2.35341878e-09 2.04427324e-09 1.54109645e-05
 1.26512284e-01 1.26411418e-01 1.04350850e-01 1.27217315e-01
 5.15431784e-01]","[-19.4152818  -19.41533415 -19.42683655 -19.41499014 -18.86603633
 -19.41464439 -19.41463429 -19.42683287 -19.41424255 -18.8653464
 -19.4214158  -19.42185462 -19.42178113 -19.42141775 -18.87211902
 -19.41925452 -19.41927574 -19.41925587 -19.42761234 -18.86995764
 -18.31582479 -18.31583643 -18.32733579 -18.31548659 -18.22795714]"
0,1,30,4,1,-0.01,-0.01,"[2.41668308e-09 2.45462305e-09 2.45463341e-09 2.41179575e-09
 1.60947175e-05 3.46413914e-09 3.45836485e-09 3.46405003e-09
 3.37382025e-09 2.27136351e-05 3.54948028e-09 3.47434219e-09
 3.45506777e-09 3.54767133e-09 2.32614770e-05 3.46886410e-09
 3.36786359e-09 3.46685489e-09 3.46701394e-09 2.27314696e-05
 1.24378908e-01 1.21809532e-01 1.24319394e-01 1.22105263e-01
 5.07302049e-01]","[-19.42788771 -19.42702387 -19.4270237  -19.4280075  -18.87765167
 -19.42708549 -19.42716579 -19.42708693 -19.42857982 -18.87771432
 -19.42575234 -19.42695808 -19.42728058 -19.42578596 -18.87641443
 -19.42699802 -19.42868186 -19.42703536 -19.42703302 -18.87766412
 -18.32716795 -18.32834494 -18.32719882 -18.32820159 -18.23923763]"
0,1,31,4,2,-0.01,-0.01,"[8.41652168e-08 8.90436192e-08 7.10188430e-09 8.40989727e-08
 4.83171089e-05 1.59841738e-07 1.58227442e-07 1.08968527e-08
 1.46702111e-07 8.67432439e-05 2.34019542e-08 1.96699722e-08
 2.25501056e-08 2.34457603e-08 1.27246674e-05 1.22802441e-06
 1.08869510e-06 1.22954613e-06 4.40796179e-08 6.67276984e-04
 2.37531352e-01 2.21028512e-01 1.89979690e-02 2.24295821e-01
 2.97326864e-01]","[-18.65064058 -18.64750931 -18.80420036 -18.65085801 -18.25281192
 -18.63304819 -18.63349995 -18.79946549 -18.63809507 -18.23834397
 -18.75298922 -18.7633389  -18.75512038 -18.7529137  -18.35820418
 -18.51005006 -18.51708595 -18.5100124  -18.71677396 -18.11530586
 -17.72730792 -17.73143764 -17.88385174 -17.73069349 -17.71303846]"
0,1,32,4,0,-0.01,-0.01,"[7.78625734e-08 7.84949374e-08 6.75098822e-08 7.79145190e-08
 4.21249609e-05 1.13504551e-07 1.13125712e-07 9.53041939e-08
 1.12056541e-07 6.09132095e-05 1.03284963e-07 1.00779522e-07
 1.02524970e-07 1.03375058e-07 5.54706776e-05 1.22654290e-07
 1.20987741e-07 1.22754400e-07 9.83860573e-08 6.58670016e-05
 1.96561568e-01 1.94949464e-01 1.69095030e-01 1.95187250e-01
 2.43980702e-01]","[-18.13584055 -18.13543054 -18.14439457 -18.13583139 -17.74138459
 -18.13407423 -18.13422615 -18.14447479 -18.1347795  -17.74002823
 -18.13951247 -18.14090479 -18.13991385 -18.13947269 -17.74543396
 -18.12942501 -18.13016324 -18.12938905 -18.14263269 -17.73535274
 -17.21895112 -17.21938413 -17.22790754 -17.21933597 -17.20517832]"
0,1,33,4,1,-0.01,-0.01,"[7.76602102e-08 7.78759183e-08 7.65544200e-08 7.77306125e-08
 4.13918369e-05 1.10616695e-07 1.10419586e-07 1.08250230e-07
 1.10232229e-07 5.87937063e-05 1.09315980e-07 1.08688299e-07
 1.09072037e-07 1.09351237e-07 5.81221711e-05 1.11487194e-07
 1.11041409e-07 1.11525496e-07 1.08734757e-07 5.92764053e-05
 1.91803408e-01 1.91342663e-01 1.88579499e-01 1.91480708e-01
 2.36574510e-01]","[-18.91315818 -18.91302105 -18.91398048 -18.91311454 -18.51955173
 -18.91276599 -18.91285123 -18.91398238 -18.91294581 -18.51929687
 -18.91341221 -18.91372225 -18.91352719 -18.91339849 -18.51992822
 -18.91231649 -18.91252523 -18.91230162 -18.91373698 -18.51883285
 -17.99748859 -17.99761118 -17.9984416  -17.99757486 -17.98409913]"
0,1,34,1,0,-0.01,-0.01,"[7.82438528e-08 7.83389151e-08 7.80489867e-08 7.82784504e-08
 4.13743204e-05 1.10966245e-07 1.10860323e-07 1.10399411e-07
 1.10802227e-07 5.86059020e-05 1.10692327e-07 1.10465278e-07
 1.10584980e-07 1.10711849e-07 5.84718075e-05 1.11130609e-07
 1.10952509e-07 1.11151379e-07 1.10540944e-07 5.87038757e-05
 1.91391543e-01 1.91211414e-01 1.90701445e-01 1.91263939e-01
 2.35212860e-01]","[-18.52262866 -18.5225708  -18.52276612 -18.52260746 -18.12948364
 -18.52248186 -18.52252683 -18.52275381 -18.52255488 -18.12939512
 -18.52261034 -18.52271582 -18.52265813 -18.52260278 -18.12951576
 -18.5224005  -18.52248085 -18.52239236 -18.52268625 -18.12930541
 -17.60750253 -17.60754874 -17.60769405 -17.60753495 -17.5943343 ]"
0,1,35,2,4,0.2,-0.01,"[2.54323141e-09 2.54400586e-09 2.54045002e-09 2.54257701e-09
 1.61230681e-05 3.59851617e-09 3.59864512e-09 3.59182939e-09
 3.59503625e-09 2.28070521e-05 3.59653936e-09 3.59343343e-09
 3.59355960e-09 3.59652128e-09 2.27944157e-05 3.60054969e-09
 3.59746065e-09 3.60053157e-09 3.59310626e-09 2.28198422e-05
 1.25995545e-01 1.25944855e-01 1.25821965e-01 1.25927463e-01
 4.96225574e-01]","[-19.27356334 -19.27355002 -19.27362026 -19.27357655 -18.72614159
 -19.27353484 -19.27353304 -19.27362926 -19.27358203 -18.72612409
 -19.2735639  -19.27360532 -19.27360384 -19.27356411 -18.72615335
 -19.27350635 -19.27354723 -19.27350657 -19.2736121  -18.72609578
 -18.17484779 -18.17486502 -18.17491642 -18.17487263 -18.08901808]"
0,1,36,3,4,-0.01,-0.01,"[2.49182274e-09 2.49776605e-09 2.49701512e-09 2.49777280e-09
 1.61302919e-05 3.52895396e-09 3.52692734e-09 3.52660582e-09
 3.52896810e-09 2.27895652e-05 3.53608577e-09 3.52420951e-09
 3.53616804e-09 3.53606701e-09 2.28352444e-05 2.49976853e-09
 2.49249009e-09 2.49970743e-09 2.49924459e-09 1.61426937e-05
 1.24885514e-01 1.24522883e-01 1.24845818e-01 1.24884010e-01
 5.00783829e-01]","[-19.4202843  -19.42016172 -19.42017469 -19.4201616  -18.8716586
 -19.42020797 -19.42023504 -19.42023943 -19.42020781 -18.87170492
 -19.42010184 -19.42027957 -19.42010181 -19.42010321 -18.87160084
 -19.42011903 -19.42027258 -19.42012122 -19.42012856 -18.87161863
 -18.32098771 -18.32114069 -18.32100232 -18.32098936 -18.23407323]"
0,1,37,1,1,-0.01,-0.01,"[2.78856123e-09 2.75866770e-09 2.75154218e-09 2.46130772e-10
 1.79543809e-05 4.46346322e-09 4.50820472e-09 4.44966738e-09
 3.66121426e-10 2.90507985e-05 3.27341783e-08 3.30007248e-08
 1.30425664e-09 3.27658709e-08 2.13254559e-04 7.56019074e-10
 7.27151874e-10 7.56787234e-10 7.56848659e-10 4.92532912e-06
 1.39946427e-01 1.41173398e-01 1.39698659e-01 1.25007610e-02
 5.66415445e-01]","[-19.16801967 -19.16881146 -19.16896759 -19.31848774 -18.61986094
 -19.16076336 -19.16007149 -19.16095014 -19.31563227 -18.61181063
 -19.041028   -19.04039812 -19.24117361 -19.04098472 -18.4920334
 -19.27226041 -19.27450548 -19.27221166 -19.27220743 -18.72326248
 -18.06884994 -18.06820422 -18.06896974 -18.21846364 -17.98138973]"
0,1,38,1,4,-0.01,-0.01,"[2.49476665e-09 2.49382426e-09 2.30224873e-09 2.47831874e-09
 1.62978637e-05 3.54407561e-09 3.54443574e-09 3.25492078e-09
 3.51470130e-09 2.31615823e-05 3.36674376e-09 3.35493423e-09
 3.34109254e-09 3.36668325e-09 2.20021883e-05 3.67501705e-09
 3.67004550e-09 3.67495215e-09 3.26825948e-09 2.40167894e-05
 1.25310038e-01 1.25289549e-01 1.15674075e-01 1.24522474e-01
 5.09118334e-01]","[-18.78881749 -18.78885252 -18.79354508 -18.78918893 -18.23966649
 -18.78854688 -18.78854139 -18.79354416 -18.78899928 -18.23936077
 -18.79143924 -18.79162066 -18.79185403 -18.79144009 -18.24225424
 -18.78635922 -18.78641136 -18.78636005 -18.79330071 -18.23717419
 -17.68945563 -17.68944708 -17.69415222 -17.68979511 -17.60175489]"
0,1,39,3,3,-0.01,-0.01,"[2.46789816e-09 2.46890475e-09 2.44160977e-09 2.46399731e-09
 1.61696706e-05 3.49519928e-09 3.49531399e-09 3.45153293e-09
 3.48501847e-09 2.28911922e-05 3.46955865e-09 3.46326234e-09
 3.45995663e-09 3.46952470e-09 2.27230458e-05 3.50974173e-09
 3.50446920e-09 3.50970744e-09 3.45277612e-09 2.29863581e-05
 1.24057596e-01 1.23965932e-01 1.22680538e-01 1.23806719e-01
 5.05404394e-01]","[-19.24513191 -19.24511556 -19.24573065 -19.24521697 -18.69580807
 -19.24504752 -19.24504591 -19.24574424 -19.24519858 -18.69574006
 -19.24544576 -19.24553657 -19.24558913 -19.2454462  -18.69613875
 -19.24480909 -19.2448813  -19.24480953 -19.24572558 -18.69550167
 -18.14572984 -18.14576259 -18.14634708 -18.14583273 -18.05786665]"
0,1,40,4,3,-0.01,-0.01,"[2.43518313e-09 2.45832506e-09 2.45835943e-09 2.45077684e-09
 1.61185951e-05 3.46196755e-09 3.45882010e-09 3.46202783e-09
 3.44560924e-09 2.26982384e-05 2.46557134e-09 2.43439318e-09
 2.45989030e-09 2.46471053e-09 1.61615649e-05 3.48750355e-09
 3.43606797e-09 3.48610281e-09 3.48621329e-09 2.28591916e-05
 1.24020873e-01 1.22439054e-01 1.23980816e-01 1.23606936e-01
 5.05874435e-01]","[-18.37434821 -18.37383047 -18.37382982 -18.37398972 -17.82445998
 -18.37403759 -18.37408084 -18.37403676 -18.37428864 -17.82466979
 -18.37366306 -18.3743712  -18.37378188 -18.37368412 -17.82430936
 -18.37363238 -18.37446234 -18.37365697 -18.37365541 -17.82428176
 -17.27422678 -17.2749412  -17.27424673 -17.27440132 -17.18629144]"
0,1,41,3,2,-0.01,-0.01,"[8.73896457e-08 8.82326234e-08 9.23546916e-08 6.65395777e-09
 4.78570607e-05 1.56166348e-07 1.56640333e-07 1.63872796e-07
 1.02080167e-08 8.47150830e-05 1.99575200e-08 1.97809346e-08
 2.75033807e-09 1.99598538e-08 1.08266824e-05 2.07629914e-08
 1.86925503e-08 2.07694420e-08 1.97919073e-08 1.12653831e-05
 2.29650837e-01 2.25672775e-01 2.40321638e-01 1.73543549e-02
 2.86844827e-01]","[-16.62289748 -16.62252995 -16.61967425 -16.78274279 -16.22785543
 -16.60899376 -16.60869568 -16.60596683 -16.77805534 -16.21431107
 -16.7106965  -16.71106919 -16.83317309 -16.71070794 -16.31603029
 -16.7344356  -16.7406283  -16.7344412  -16.737207   -16.33976605
 -15.70378553 -15.70465843 -15.70096028 -15.86388839 -15.68963362]"
0,1,42,0,4,-0.01,-0.01,"[2.45547615e-09 2.48399429e-09 2.48407872e-09 2.46638876e-09
 1.60848990e-05 3.51457996e-09 3.49697852e-09 3.51473902e-09
 3.47346514e-09 2.27594922e-05 2.48734887e-09 2.45746863e-09
 2.47587470e-09 2.48794305e-09 1.61113360e-05 3.52070273e-09
 3.46210570e-09 3.52225469e-09 3.52242194e-09 2.28099432e-05
 1.24919571e-01 1.23421658e-01 1.24964612e-01 1.24069804e-01
 5.02546541e-01]","[-19.13805815 -19.13742544 -19.13742376 -19.13780882 -18.58876677
 -19.13737339 -19.13763895 -19.13737111 -19.1380193  -18.58871164
 -19.13735477 -19.1380286  -19.13760233 -19.1373467  -18.58868466
 -19.13726646 -19.13820958 -19.13724674 -19.13724435 -18.58858294
 -18.03794199 -18.03861336 -18.03792783 -18.03831191 -17.95083964]"
0,1,43,0,4,0.2,-0.01,"[3.53565974e-09 3.53538984e-09 3.54166154e-09 3.33478023e-09
 2.30438131e-05 3.53545382e-09 3.52878742e-09 3.54040664e-09
 3.35363790e-09 2.30434427e-05 2.44635662e-09 2.44883416e-09
 2.35472764e-09 2.44867992e-09 1.59609828e-05 3.39488180e-09
 3.41073897e-09 3.41069292e-09 3.40043957e-09 2.22328154e-05
 1.24873245e-01 1.24995605e-01 1.25164425e-01 1.18581812e-01
 5.06300580e-01]","[-19.40777422 -19.40777826 -19.40766986 -19.41117432 -18.85874282
 -19.40781886 -19.4079031  -19.40773259 -19.41088469 -18.85878557
 -19.40905039 -19.40900972 -19.4112634  -19.40901308 -18.85997614
 -19.41003516 -19.40979056 -19.40979122 -19.40994685 -18.8607508
 -18.30871378 -18.30867661 -18.30859389 -18.3117359  -18.22115704]"
0,1,44,4,1,-1.0,-1.0,"[4.28684921e-15 4.28342124e-15 4.21415859e-15 1.49233552e-15
 2.79854892e-11 1.13841721e-10 2.76770986e-13 1.13149043e-10
 6.25330001e-11 7.43498174e-07 2.37087120e-12 2.04933496e-09
 1.03706876e-09 2.04179520e-09 1.33383758e-05 2.92768582e-12
 3.44160886e-09 3.43287742e-09 2.82789884e-09 2.24260343e-05
 1.92704525e-04 1.54099437e-01 1.52293542e-01 6.99672435e-02
 6.23410551e-01]","[-18.86897089 -18.86901781 -18.86992907 -18.93364965 -18.31984887
 -18.24501446 -18.62109238 -18.24530672 -18.28144786 -17.69586844
 -18.47481368 -18.05217404 -18.09353148 -18.05240126 -17.5032397
 -18.48149524 -18.03965524 -18.03981333 -18.05128315 -17.49065138
 -17.3459603  -16.92817497 -16.92880907 -16.97639521 -16.84073685]"
0,2,0,4,2,-0.01,-0.01,"[5.74560826e-10 2.34487295e-08 1.35550442e-08 3.66363774e-09
 1.15285448e-05 2.59382544e-08 1.08356941e-09 1.66226897e-08
 6.89019030e-09 1.27382686e-05 3.07282344e-08 2.05157926e-08
 1.92800099e-09 1.27090242e-07 6.24699407e-05 2.15843529e-09
 1.59565189e-09 6.53794752e-09 3.18789622e-10 3.21124321e-06
 1.23156380e-01 8.40317059e-02 2.55686593e-01 8.90612463e-02
 4.47973844e-01]","[-15.85872833 -15.62816008 -15.66169737 -15.74292172 -15.23944374
 -15.5987624  -15.79622927 -15.62589824 -15.68058127 -15.21011488
 -15.60436432 -15.62936321 -15.77681095 -15.51637288 -15.12767011
 -15.76448209 -15.78329644 -15.69596902 -15.88362596 -15.30731271
 -14.64482309 -14.66849651 -14.59921562 -14.66464027 -14.56451607]"
